accepted,years,Teff_K,luminosity_Lsun,radius_Rsun,nuclear_fraction
1141,178141468.28575125,2892.0711142037526,0.001590514115531573,0.15885613401552615,0.11292057538795194
1142,178441468.28575125,2891.869179019337,0.0015885557015853976,0.15878047593264394,0.11345899231262128
1143,178741468.28575125,2891.670386450895,0.001586610256293184,0.15870503848533205,0.11399815803814509
1144,179041468.28575125,2891.474817587642,0.001584677892283651,0.1586298201522562,0.11453805331029501
1145,179341468.28575125,2891.2825012279745,0.0015827586410934323,0.1585548211094558,0.11507866438726148
1146,179641468.28575125,2891.0932545765245,0.0015808520055487327,0.15848003823149032,0.11562001609749042
1147,179941468.28575125,2890.905286926491,0.0015789537231037309,0.15840545561268132,0.11616241069846142
1148,180241468.28575125,2890.7163942609986,0.0015770579695837674,0.1583310232854797,0.11670627276690906
1149,180541468.28575125,2890.5287691513095,0.001575170681181831,0.1582567993905609,0.11725115904260035
1150,180841468.28575125,2890.3422969295784,0.0015732915668072132,0.15818278281267453,0.1177970842084243
1151,181141468.28575125,2890.157006880796,0.0015714207183073715,0.15810897588672873,0.1183440344984551
1152,181441468.28575125,2889.9689185751267,0.0015695491235148836,0.1580353611665823,0.11889268389962887
1153,181741468.28575125,2889.7813969901113,0.0015676842483447818,0.15796194633812327,0.11944246744178028
1154,182041468.28575125,2889.5935157245617,0.001565824227693583,0.15788873928840164,0.11999352224381557
1155,182341468.28575125,2889.4066693279055,0.0015639724444996145,0.15781575871879958,0.12054558589201944
1156,182641468.28575125,2889.216667293651,0.0015621191390477825,0.1577429703492814,0.12109940451451315
1157,182941468.28575125,2889.0292450682023,0.0015602771242760368,0.15767039484050807,0.12165398582369201
1158,183241468.28575125,2888.848759058096,0.001558455955536082,0.15759804145614725,0.12220857220014314
1159,183541468.28575125,2888.6808814686005,0.001556667933235472,0.15752591695006762,0.12276217843510459
1160,183841468.28575125,2888.5130689599796,0.001554885328497911,0.15745398985559145,0.12331696223924718
1161,184141468.28575125,2888.3457677689726,0.0015531091526169885,0.15738226324579227,0.12387283884641528
1162,184441468.28575125,2888.1790749521883,0.0015513396009195722,0.15731073707847495,0.12442978727213827
1163,184741468.28575125,2888.0130121483962,0.0015495766818917713,0.15723941008745193,0.12498780118941949
1164,185041468.28575125,2887.8466467004732,0.0015478181861020462,0.15716827227835625,0.12554705362531607
1165,185341468.28575125,2887.681268153564,0.0015460670887220494,0.15709733480960786,0.1261072987982322
1166,185641468.28575125,2887.516116665464,0.0015443216216396122,0.15702659121952622,0.12666867517018401
1167,185941468.28575125,2887.351365596157,0.0015425820332130833,0.15695603580113182,0.12723115836707663
1168,186241468.28575125,2887.1850168844994,0.0015408439058936627,0.1568856613586531,0.12779510820112483
1169,186541468.28575125,2887.0145787410147,0.0015391019370197322,0.1568154682919322,0.1283609648363201
1170,186841468.28575125,2886.840599302205,0.001537357085342095,0.15674544492638348,0.1289286534431268
1171,187141468.28575125,2886.664750149025,0.001535613268237376,0.15667560879308556,0.12949784925499927
1172,187441468.28575125,2886.486284712305,0.0015338687077882077,0.15660594990597868,0.1300687027933156
1173,187741468.28575125,2886.3048553403733,0.0015321226796644852,0.15653646845682662,0.13064127741653653
1174,188041468.28575125,2886.1204893614586,0.0015303752653358293,0.15646716501219454,0.1312155690446009
1175,188341468.28575125,2885.9330810727106,0.0015286261797320122,0.15639803582288705,0.1317916047527146
1176,188641468.28575125,2885.7424175480132,0.001526875001510235,0.15632908172266585,0.13236942411680716
1177,188941468.28575125,2885.547824318025,0.0015251202431613346,0.15626029881892822,0.13294915982342861
1178,189241468.28575125,2885.3502842792464,0.0015233641012749842,0.15619169232459384,0.1335306250952165
1179,189541468.28575125,2885.1639508709377,0.001521637102171977,0.1561232959068559,0.13411114041416516
1180,189841468.28575125,2884.9741396316226,0.0015199072266424264,0.1560550588123669,0.13469350376791722
1181,190141468.28575125,2884.780851026803,0.0015181745832009094,0.15598698572418684,0.13527771067490005
1182,190441468.28575125,2884.585516276277,0.0015164423908426536,0.15591908657698533,0.13586347631800283
1183,190741468.28575125,2884.389978450288,0.0015147146268003678,0.15585136650196213,0.13645044437185394
1184,191041468.28575125,2884.1939184128078,0.0015129905846738329,0.15578382395165172,0.13703867470089748
1185,191341468.28575125,2884.009310944626,0.0015112961565471878,0.15571649995122633,0.13762581202756272
1186,191641468.28575125,2883.8317750269466,0.0015096217558201257,0.15564937761287573,0.13821270044618084
1187,191941468.28575125,2883.6585931941686,0.0015079614277576988,0.15558244582342817,0.1387998639016609
1188,192241468.28575125,2883.488173803743,0.0015063117416473006,0.1555157010513166,0.13938760419401222
1189,192541468.28575125,2883.3179385777617,0.0015046670797973468,0.15544913244785816,0.13997643135454427
1190,192841468.28575125,2883.1477529236968,0.0015030271214901832,0.1553827383845195,0.1405663701817044
1191,193141468.28575125,2882.9777602709105,0.0015013921569727246,0.15531651881300673,0.14115738897767824
1192,193441468.28575125,2882.807585490268,0.00149976133871753,0.15525047071092632,0.1417495628789944
1193,193741468.28575125,2882.637020688508,0.0014981342088433915,0.15518459305560492,0.14234293204698223
1194,194041468.28575125,2882.465864720629,0.0014965103256266348,0.15511888484048306,0.14293753456984412
1195,194341468.28575125,2882.294084071085,0.001494889582772839,0.15505334432797305,0.14353337736810187
1196,194641468.28575125,2882.118084457733,0.001493264250519667,0.15498795710247815,0.1441312016956198
1197,194941468.28575125,2881.943439241182,0.0014916462835024382,0.15492274370123402,0.14472985639321026
1198,195241468.28575125,2881.770216577261,0.0014900358055299407,0.1548577040557769,0.14532932234536633
1199,195541468.28575125,2881.5989302014596,0.0014884339644687088,0.1547928435017531,0.1459294791385831
1200,195841468.28575125,2881.424479667447,0.0014868298508604197,0.15472814317864178,0.14653139042711047
1201,196141468.28575125,2881.247819097805,0.001485225448123134,0.15466360323198894,0.14713486242667714
1202,196441468.28575125,2881.0720769079976,0.001483627360792227,0.1545992316492038,0.14773924097167906
1203,196741468.28575125,2880.8971464278175,0.0014820353378162008,0.15453502744845615,0.14834454439019132
1204,197041468.28575125,2880.723023403,0.0014804493457557149,0.15447098996564584,0.1489507694798154
1205,197341468.28575125,2880.5501598089713,0.001478870313545187,0.15440711985988978,0.14955781593199674
1206,197641468.28575125,2880.383927154065,0.0014773095791927179,0.1543434345152884,0.15016452626291488
1207,197941468.28575125,2880.2195198294003,0.0014757569205407586,0.15427991694795237,0.15077192202764195
1208,198241468.28575125,2880.0528888545336,0.0014742037502435946,0.15421655254658911,0.15138087284038573
1209,198541468.28575125,2879.8840530424154,0.0014726500930757973,0.15415334020355348,0.1519913773746121
1210,198841468.28575125,2879.7132059226606,0.0014710963735015611,0.15409028105278566,0.15260339288183503
1211,199141468.28575125,2879.5404397676334,0.001469542903181476,0.15402738123608153,0.15321688708982065
1212,199441468.28575125,2879.3646694359036,0.0014679869971607445,0.15396461572410144,0.15383214207905266
1213,199741468.28575125,2879.187254483747,0.0014664319856591316,0.15390201325194006,0.15444881114763706
1214,200041468.28575125,2879.007968718738,0.0014648771996189495,0.15383956268144683,0.15506696439869733
1215,200341468.28575125,2878.8275749815416,0.0014633245577431494,0.15377728305913876,0.15568639551192148
1216,200641468.28575125,2878.645504187961,0.0014617726006970768,0.1537151584420984,0.15630726053945856
1217,200941468.28575125,2878.4618924733027,0.0014602216026069353,0.1536531885165706,0.15692952989231668
1218,201241468.28575125,2878.278679157765,0.0014586761961243731,0.1535914100491231,0.15755270190614507
1219,201541468.28575125,2878.104331489896,0.0014571540835514546,0.15352985280412254,0.15817485357836467
1220,201841468.28575125,2877.9324601155145,0.001455641135477628,0.15346845663570668,0.1587974960665145
1221,202141468.28575125,2877.76003648821,0.0014541309882628247,0.15340720987247167,0.15942131367283244
1222,202441468.28575125,2877.5900522144357,0.0014526302098703283,0.15334614048227915,0.1600455803271118
1223,202741468.28575125,2877.420526568933,0.0014511343818020379,0.15328522725634028,0.16067077353507606
1224,203041468.28575125,2877.2496438897842,0.001449639696325054,0.1532244628056633,0.1612973096630987
1225,203341468.28575125,2877.0777577540957,0.0014481468977589826,0.15316384873288252,0.16192510425390852
1226,203641468.28575125,2876.905355054133,0.001446657139159973,0.1531033942310405,0.1625540266245539
1227,203941468.28575125,2876.7316003157293,0.0014451683860865372,0.15304308064106317,0.16318430258784639
1228,204241468.28575125,2876.5582746382534,0.0014436844723480602,0.15298292152049342,0.16381549729553818
1229,204541468.28575125,2876.398780277674,0.0014422329504426342,0.15292295300180941,0.16444447086364564
1230,204841468.28575125,2876.240672552465,0.0014407880960617978,0.15286313782308322,0.16507412308150463
1231,205141468.28575125,2876.0825561842867,0.0014393469783954861,0.15280346939715175,0.1657047826289845
1232,205441468.28575125,2875.9247654720702,0.0014379103049048103,0.15274395007797686,0.16633636279258057
1233,205741468.28575125,2875.76659363448,0.0014364765979157001,0.1526845767776366,0.16696902948992712
1234,206041468.28575125,2875.6079449215454,0.0014350456521461776,0.1526253489180853,0.16760280277214648
1235,206341468.28575125,2875.4494500943297,0.0014336187505904906,0.15256626797830034,0.16823752935417527
