age_yr,step_yr,R_Rsun,L_Lsun,Teff_K,central_X,central_Y3,step_error_norm,discrete_luminosity_balance,nuclear_rest_mass_balance,last_halfstep_coupling_iterations,convective_mass_fraction,central_T_K,central_rho,surface_X,surface_Y3,nuclear_deposited_Lsun,nuclear_neutrino_Lsun,last_halfstep_gravothermal_Lsun,hydrogen_mass_Msun,thermal_neutrino_Lsun
0,0,0.12591805448341176,0.0008371249935842523,2766.8152142399895,0.7,0,0,0,0,0,1,4629689.492425824,381.9674400925601,0.7,0,0.0008371250274535809,3.325564584210892e-05,,0.06999999999999992,3.386932721039613e-11
100000000,100000000,0.12591841971229556,0.0008371313489508272,2766.8164529571063,0.6999762933417273,2.3706658209256477e-05,0.08664666136581899,1.0414117346257967e-08,-2.499412232737086e-09,2,1,4629794.668179717,381.96441254549325,0.6999762933417273,2.3706658209256477e-05,0.0008371772698945393,3.325772092940585e-05,-4.587835490095983e-08,0.06999762933417264,3.387082707569625e-11
300000000,200000000,0.12592004404798118,0.0008371641571989312,2766.825715490209,0.6999288763141706,7.112368378620366e-05,0.0855007031574928,-1.887379141862766e-15,-1.3427281286837456e-08,2,1,4629991.165447525,381.9502975030477,0.6999288763141706,7.112368378620366e-05,0.0008372467524365623,3.326047879133159e-05,-8.256136537577123e-08,0.06999288763141709,3.387225711792345e-11
700000000,400000000,0.1259242237403791,0.000837250523755395,2766.8511530740248,0.6998340316594099,0.00016596831629714219,0.10578627307467059,2.9558577807620168e-12,1.659339332604759e-12,3,1,4630369.746124349,381.9136758568822,0.6998340316594099,0.00016596831629714219,0.0008373493633837835,3.3264543049972285e-05,-9.880575243216638e-08,0.0699834031659409,3.387348165709679e-11
1500000000,800000000,0.12593307927325323,0.0008374334740074635,2766.905000414596,0.6996443053446829,0.000355694423384756,0.41262647965112365,-1.1913470210345167e-11,-1.0469403122215226e-13,3,1,4631119.391065015,381.83597585131156,0.6996443053446829,0.000355694423384756,0.0008375358058225998,3.3271896305184255e-05,-1.0229795005403183e-07,0.06996443053446826,3.387505893987141e-11
2620866654.1889544,1120866654.188954,0.12594516980568593,0.0008377152649085464,2767.0049088607525,0.6993784037707839,0.0006215950601403879,0.8823130670521095,-5.936506841663913e-11,1.1112000208868267e-11,3,1,4632176.009423069,381.7305566029446,0.6993784037707839,0.0006215950601403879,0.00083781342847637,3.328278411556553e-05,-9.812973962190509e-08,0.06993784037707833,3.3877932789091826e-11
3694819227.441882,1073952573.2529273,0.1259567053348129,0.0008379845974874931,2767.100567164395,0.6991235505408112,0.0008764463736433848,0.794563645989399,-4.929656682861605e-11,-2.1708190800495686e-12,3,1,4633189.670260972,381.6300664078268,0.6991235505408112,0.0008764463736433848,0.0008380832361668543,3.329329380759933e-05,-9.860483989226958e-08,0.06991235505408117,3.3880778642610995e-11
4779153705.441287,1084334477.9994044,0.1259685675422329,0.0008382466413868459,2767.1865655296106,0.6988661545007059,0.0011338390572026222,0.7640989396762166,-4.973799150320701e-11,-1.569488983221845e-11,3,1,4634209.801606724,381.5264713384364,0.6988661545007059,0.0011338390572026222,0.0008383479017208601,3.3303523076320176e-05,-1.0122649248017662e-07,0.06988661545007059,3.3883226814438456e-11
5895582368.406,1116428662.964713,0.12598098981665448,0.000838510731068155,2767.268047947303,0.6986010601932963,0.001398927980567408,0.7923420675126636,-5.519207313398056e-11,1.674038685450796e-11,3,1,4635256.977290881,381.4177861262904,0.6986010601932963,0.001398927980567408,0.0008386132012744426,3.331369013233728e-05,-1.024363672245255e-07,0.06986010601932967,3.388534218168926e-11
7024382704.886667,1128800336.4806669,0.12599364940500243,0.0008387762587160895,2767.348057445359,0.6983329480170468,0.0016670322787319502,0.7970767734732931,-5.7058802127585295e-11,8.106848525812893e-13,3,1,4636314.616196798,381.3070377657382,0.6983329480170468,0.0016670322787319502,0.0008388793866907656,3.3323805579380715e-05,-1.0309413523336058e-07,0.06983329480170469,3.388730223837117e-11
8162297024.292691,1137914319.406024,0.1260064961156664,0.000839042366370931,2767.4264373090646,0.698062590914181,0.0019373784890126763,0.7955981562446368,-5.826905624672918e-11,-2.3279156380340282e-12,3,1,4637379.830742947,381.1946402305893,0.698062590914181,0.0019373784890126763,0.0008391461726074976,3.333385577132282e-05,-1.0377239633753915e-07,0.06980625909141812,3.38891191399378e-11
9310464361.542885,1148167337.2501929,0.12601952887148418,0.0008393102674607843,2767.5041997186017,0.6977897174830444,0.0022102374303813147,0.7984438665786797,-5.97910609911878e-11,-4.406364162434784e-12,3,1,4638453.957684867,381.0806362661843,0.6977897174830444,0.0022102374303813147,0.0008394145739141143,3.3343876977881125e-05,-1.042726126887445e-07,0.06977897174830447,3.389082448906408e-11
10466910746.607437,1156446385.0645518,0.12603272408478144,0.0008395792605435615,2767.581024808469,0.6975147961669632,0.0024851400864748133,0.7964320314357565,-6.083655801347732e-11,-7.618239372675362e-12,3,1,4639535.127390735,380.9652090542683,0.6975147961669632,0.0024851400864748133,0.0008396841404022154,3.3353848926674865e-05,-1.0484601731870027e-07,0.06975147961669632,3.3892412247241915e-11
11633166107.619965,1166255361.012528,0.12604610855904325,0.000839849132668174,2767.656442528323,0.6972374627881928,0.0027624499780714634,0.7949735003620617,-6.216904768763243e-11,2.2108981312385367e-12,3,1,4640624.518709935,380.84806175261156,0.6972374627881928,0.0027624499780714634,0.0008399546660382476,3.33637589364614e-05,-1.0549952843050403e-07,0.06972374627881926,3.3893855715458867e-11
