age_yr,R_Rsun,Teff_K,log_g,surface_X,surface_Y3,photosphere_T_K,photosphere_rho_g_cm3,photosphere_Pgas
0.0,0.12591805448341176,2766.8152142399895,5.23789161743907,0.7,0.0,3020.3294718496018,1.4297309692942549e-05,1610710.4582171165
100000000.0,0.12591841971229556,2766.8164529571063,5.23788909807583,0.6999762933417273,2.3706658209256477e-05,3020.3323419717576,1.429746161556962e-05,1610711.196485946
300000000.0,0.12592004404798118,2766.825715490209,5.237877893432751,0.6999288763141706,7.112368378620366e-05,3020.3436218566435,1.4297392003774156e-05,1610675.8665596778
700000000.0,0.1259242237403791,2766.8511530740248,5.237849062642032,0.6998340316594099,0.00016596831629714219,3020.3718215820654,1.4296868420613705e-05,1610567.2804371226
1500000000.0,0.12593307927325323,2766.905000414596,5.237787981878962,0.6996443053446829,0.000355694423384756,3020.4306285410157,1.4295637711685834e-05,1610331.7845337854
2620866654.1889544,0.12594516980568593,2767.0049088607525,5.237704594741851,0.6993784037707839,0.0006215950601403879,3020.5337787428107,1.4293259159547884e-05,1609945.5353877489
3694819227.441882,0.1259567053348129,2767.100567164395,5.2376250428664015,0.6991235505408112,0.0008764463736433848,3020.63257376123,1.4290993011752914e-05,1609576.8346507386
4779153705.441287,0.1259685675422329,2767.1865655296106,5.2375432457339315,0.6988661545007059,0.0011338390572026222,3020.7233386877556,1.4288974390227046e-05,1609227.4353114443
5895582368.406,0.12598098981665448,2767.268047947303,5.237457594855321,0.6986010601932963,0.001398927980567408,3020.8107844994092,1.4287063331735339e-05,1608881.5818627616
7024382704.886667,0.12599364940500243,2767.348057445359,5.237370316399294,0.6983329480170468,0.0016670322787319502,3020.897178315915,1.42851824136197e-05,1608536.028519217
8162297024.292691,0.1260064961156664,2767.4264373090646,5.237281756838421,0.698062590914181,0.0019373784890126763,3020.9823365890275,1.4283337550637864e-05,1608191.8754315353
9310464361.542885,0.12601952887148418,2767.5041997186017,5.237191923989754,0.6977897174830444,0.0022102374303813147,3021.0671369841475,1.4281502265584905e-05,1607846.6678625462
10466910746.607437,0.12603272408478144,2767.581024808469,5.237100980810147,0.6975147961669632,0.0024851400864748133,3021.151276668121,1.4279685400311805e-05,1607501.50682953
11633166107.619965,0.12604610855904325,2767.656442528323,5.237008742945355,0.6972374627881928,0.0027624499780714634,3021.234381684761,1.4277899466382278e-05,1607157.2110976542
12810392083.777834,0.12605970561830168,2767.7302840200337,5.236915050099261,0.6969574405281779,0.0030424432157793906,3021.316326426784,1.4276147876304213e-05,1606813.8532457692
13999231518.75252,0.12607349823445088,2767.804424447102,5.236820020059599,0.6966745754656499,0.003325272967580268,3021.398712208769,1.4274380737758042e-05,1606467.0398249454
15194459916.738297,0.12608740605632746,2767.879239457838,5.236724206787999,0.6963901098165689,0.003609696438858175,3021.4817744243082,1.4272589151727868e-05,1606116.913079976
16396862953.60219,0.12610128839410603,2767.963941519388,5.236628579619424,0.6961038549964589,0.003895901446607359,3021.573347254374,1.4270533049538017e-05,1605742.8411901859
17566596228.066555,0.12611450576632408,2768.06108944397,5.236537542785764,0.6958252956834033,0.004174404653601729,3021.674971886466,1.4268158666332183e-05,1605347.254344874
18729767987.691307,0.1261276775141893,2768.1573196725385,5.236446829688602,0.6955482181838061,0.004451418249436823,3021.775714653595,1.4265804286033161e-05,1604954.4004673087
19898502853.447525,0.1261409481606461,2768.2546402544226,5.2363554450621175,0.695269734952512,0.004729828500193463,3021.877473641127,1.426341456835029e-05,1604557.4405768923
21072404353.831608,0.1261543388844357,2768.351577666278,5.236263243300854,0.694989940355613,0.005009540326292251,3021.9789909212104,1.4261027465309545e-05,1604159.672009681
22256051756.08745,0.12616789548166443,2768.449280958269,5.236169909387729,0.6947077424616673,0.005291644505341411,3022.0813157380644,1.4258612395139463e-05,1603757.6987778007
23446815072.27679,0.12618158309279356,2768.547672302507,5.236075683649308,0.6944237676194757,0.005575514020145436,3022.1843396251884,1.4256171601134256e-05,1603352.161204788
24645161297.370323,0.12619540996549544,2768.6467767305717,5.235980509609082,0.694137903997906,0.005861259769093955,3022.2880909890528,1.425370398673854e-05,1602942.877356947
25851236327.941807,0.1262093922421977,2768.7455978483295,5.235884276485634,0.6938501164572878,0.006148915940512576,3022.3917267648485,1.4251235922995986e-05,1602532.085787181
27069969125.8414,0.12622361712793964,2768.842476941291,5.235786384543444,0.6935592287179553,0.006439657201552321,3022.493920120128,1.4248811728791102e-05,1602122.7710802585
28305956880.36828,0.12623812329894982,2768.9399249618946,5.235686568230374,0.6932641423544835,0.006734580125335981,3022.5968739392715,1.4246362518792705e-05,1601708.1956333085
29551393232.212868,0.12625279866919084,2769.0384435881647,5.235585599335761,0.6929667198631327,0.007031821975166938,3022.7008871785188,1.4243875152237671e-05,1601288.5495045967
30805509273.599632,0.12626761561225847,2769.13931783541,5.235483668303552,0.6926671440371708,0.007331198879057547,3022.8070377391746,1.424131552520809e-05,1600861.0363265234
32064488220.31032,0.12628252015488992,2769.242194936013,5.235381146709447,0.6923663261262096,0.007631799061221046,3022.914965945649,1.4238694538194164e-05,1600427.2715221976
33329894183.611244,0.1262975229846057,2769.347402086259,5.2352779612624065,0.6920638921260925,0.007933995112256384,3023.024976290545,1.4236004684503945e-05,1599986.3778452047
34601486055.7272,0.12631266079954992,2769.4531230488137,5.235173859845627,0.69175989956661,0.008237728342013995,3023.1355205219597,1.4233291245311524e-05,1599542.2124596792
35887425881.24403,0.12632807195787846,2769.557816917083,5.235067891485624,0.6914523971830071,0.008544946867274441,3023.245422580601,1.4230593566457183e-05,1599096.7460497103
37192470717.738976,0.1263438202274599,2769.662398057104,5.234959618475461,0.6911402464850182,0.008856786247937202,3023.355533358358,1.4227885004168207e-05,1598646.8384912757
38515444184.63834,0.12635989549043014,2769.7661486681486,5.234849111227988,0.6908237278794639,0.00917296429883194,3023.465225655023,1.422518540947347e-05,1598194.4135135587
39859599045.55153,0.1263763484276395,2769.8691438126166,5.234736022266303,0.6905020621916673,0.009494257092507593,3023.5746146666643,1.4222491246516497e-05,1597738.5877164546
41227331742.96717,0.12639320862711226,2769.9717309661282,5.234620149268131,0.690174674716085,0.009821236094018458,3023.6840341153757,1.4219792911435717e-05,1597278.12940405
42618635585.91639,0.12641046457545763,2770.074854410693,5.234501572460078,0.6898415656076595,0.010153898344639808,3023.794285105881,1.4217065141397149e-05,1596810.8710357905
44031159644.755356,0.12642808305946385,2770.178463168954,5.2343805211335726,0.6895032964744764,0.010491680105215744,3023.9052867145556,1.4214309784215691e-05,1596337.3816757035
45468713890.53163,0.12644611531674185,2770.2830499249294,5.234256644361713,0.689158953705633,0.010835490512574406,3024.0175180821884,1.421151252852313e-05,1595855.7687509716
46930601450.68699,0.12646447712971107,2770.393101143162,5.234130521782391,0.6888087020608998,0.01118516161160901,3024.134778411612,1.4208557327076667e-05,1595356.269157762
48394377974.862465,0.1264828543595327,2770.5076891063577,5.234004311642576,0.6884579177407396,0.011535323581747612,3024.255919075448,1.4205473728657646e-05,1594845.3033246282
49871410711.218895,0.12650146995311937,2770.6234990175103,5.233876483175598,0.688103877205537,0.011888692721595765,3024.3783077569624,1.4202344711143236e-05,1594327.967238015
51382607306.7004,0.1265207099099372,2770.735717446796,5.233744387134077,0.6877415697263148,0.012250266191322141,3024.4981934101147,1.4199290054657351e-05,1593810.8477032217
52945882394.121086,0.12654074963903733,2770.8504542175388,5.233606821440736,0.6873666978086111,0.012624326552324266,3024.6210510200394,1.4196144754308665e-05,1593276.7255362477
54547512263.76663,0.12656143060369823,2770.966020032383,5.233464876731386,0.6869825502252082,0.013007585492177525,3024.7452219730612,1.4192953001121681e-05,1592731.6851343384
56186229704.0721,0.12658266101710652,2771.087145429453,5.23331918498161,0.6865894283433222,0.013399735870873397,3024.874702928115,1.4189591828411071e-05,1592165.459369649
57856837934.95898,0.1266037461414249,2771.2469283879545,5.233174514447901,0.6861885670108681,0.01379953934072355,3025.0375380346773,1.4185220458733375e-05,1591507.6974273012
59420348556.574715,0.1266234906408271,2771.3981660923055,5.2330390641343465,0.6858133227230913,0.014173730838562644,3025.1913801036826,1.418108034059896e-05,1590887.8858905577
61011257084.13596,0.12664361248360437,2771.5564257136825,5.232901046915458,0.6854314231455645,0.014554493205854165,3025.3516205470737,1.4176737197305041e-05,1590245.7501779152
62618005492.96568,0.126663963136811,2771.720281396944,5.232761482571389,0.6850456417109532,0.014939056223479064,3025.516862651123,1.4172231273206628e-05,1589586.738019275
64251026089.53999,0.12668473850638667,2771.887677584739,5.232619028659798,0.684653473642315,0.015329911263949423,3025.6855274130266,1.4167611739904645e-05,1588913.1989981472
65931436258.26585,0.12670616313052474,2772.0645123589907,5.232472147362922,0.6842498455023984,0.015732106565657364,3025.8629637007493,1.4162719304041729e-05,1588207.8778539682
67583905004.9989,0.12672719338115085,2772.246805109288,5.2323279939342395,0.6838528523847861,0.01612760788182089,3026.0445735679186,1.4157675087555543e-05,1587494.1271728927
69207601368.9335,0.12674777945189863,2772.4360139266673,5.232186908337511,0.6834626982414904,0.016516213441051225,3026.2315845322414,1.415244440450327e-05,1586769.1989065113
70803917814.85387,0.12676788407220294,2772.634920796637,5.232049144452537,0.6830790515625266,0.016898254943717366,3026.426384334689,1.414695766165287e-05,1586026.981814586
