run,model,age_yr,central_X,central_Y3,L_Lsun,R_Rsun,Teff_K,central_convective_flag
ferguson-20000,4976,2634687158579.8174,0.06428246084334527,5.3911983057197074e-05,0.007853103448275861,0.11895127210004314,4981.0,1
ferguson-20000,4977,2634760834011.1904,0.06426327996928095,5.387277445439997e-05,0.007854111807732498,0.11895127210004314,4982.0,1
ferguson-20000,4978,2634834477557.922,0.06424410815876802,5.3833603706809124e-05,0.007855120167189132,0.11895127210004314,4982.0,1
ferguson-20000,4979,2634908089245.0757,0.06422494540467164,5.37944707058652e-05,0.007855120167189132,0.11895127210004314,4982.0,1
ferguson-20000,4980,2634981669097.4785,0.06420579169988117,5.375537534046553e-05,0.007856128526645769,0.11895127210004314,4982.0,1
ferguson-20000,4981,2635055217140.85,0.06418664703712282,5.3716317563989725e-05,0.007857136886102404,0.11895127210004314,4982.0,1
ferguson-20000,4982,2635128733400.2646,0.06416751140923319,5.36772972931865e-05,0.007857136886102404,0.11895127210004314,4983.0,1
ferguson-20000,4983,2635202217900.715,0.06414838480905488,5.3638314447375626e-05,0.007858145245559039,0.11895127210004314,4983.0,1
ferguson-20000,4984,2635275670667.169,0.0641292672294276,5.3599368951445147e-05,0.007859153605015674,0.11895127210004314,4983.0,1
ferguson-20000,4985,2635349091724.637,0.06411015866317939,5.356046073882668e-05,0.00786016196447231,0.11895127210004314,4983.0,1
ferguson-20000,4986,2635422481098.0723,0.06409105910314536,5.352158974418147e-05,0.00786016196447231,0.11895127210004314,4984.0,1
ferguson-20000,4987,2635495838812.3784,0.06407196854216651,5.348275590394927e-05,0.007861170323928945,0.11895127210004314,4984.0,1
ferguson-20000,4988,2635569164892.4346,0.06405288697308635,5.344395915734072e-05,0.00786217868338558,0.11895127210004314,4984.0,1
ferguson-20000,4989,2635642459363.085,0.06403381438875347,5.34051994453064e-05,0.00786217868338558,0.11895127210004314,4984.0,1
ferguson-20000,4990,2635715722249.1206,0.06401475078202487,5.336647670926321e-05,0.007863187042842215,0.11895127210004314,4985.0,1
ferguson-20000,4991,2635788953561.02,0.06399569614811122,5.3327790052579984e-05,0.007864195402298851,0.11895127210004314,4985.0,1
ferguson-20000,4992,2635862153286.2573,0.06397665048574896,5.328913736569414e-05,0.007865203761755486,0.11895127210004314,4985.0,1
ferguson-20000,4993,2635935321447.4272,0.06395761378727137,5.3250518939001796e-05,0.007865203761755486,0.11885122897800778,4985.0,1
ferguson-20000,4994,2636008458069.894,0.063938586044662,5.3211935172927204e-05,0.007866212121212121,0.11885122897800778,4985.0,1
ferguson-20000,4995,2636081563179.107,0.06391956725002987,5.317338640248755e-05,0.007867220480668756,0.11885122897800778,4986.0,1
ferguson-20000,4996,2636154636793.0586,0.06390055739682879,5.313487246486905e-05,0.007868228840125393,0.11885122897800778,4986.0,1
ferguson-20000,4997,2636227678920.188,0.06388155648004994,5.309639265694773e-05,0.007868228840125393,0.11885122897800778,4986.0,1
ferguson-20000,4998,2636300689584.3447,0.06386256449195322,5.305794728874552e-05,0.007869237199582027,0.11885122897800778,4986.0,1
ferguson-20000,4999,2636373668809.1357,0.06384358142495013,5.301953660022781e-05,0.007870245559038662,0.11885122897800778,4987.0,1
ferguson-20000,5000,2636446616619.455,0.06382460727133085,5.298116086242748e-05,0.007870245559038662,0.11885122897800778,4987.0,1
ferguson-20000,5001,2636519533060.412,0.0638056420201649,5.29428214830681e-05,0.007871253918495297,0.11885122897800778,4987.0,1
ferguson-20000,5002,2636592418191.364,0.06378668565863042,5.290452047182018e-05,0.007872262277951934,0.11885122897800778,4987.0,1
ferguson-20000,5003,2636665272039.1636,0.06376773817987794,5.286625760028016e-05,0.007873270637408569,0.11885122897800778,4987.0,1
ferguson-20000,5004,2636738094628.039,0.0637487995774375,5.282803251690975e-05,0.007873270637408569,0.11885122897800778,4988.0,1
ferguson-20000,5005,2636810885982.053,0.06372986984477638,5.278984491139283e-05,0.007874278996865203,0.11885122897800778,4988.0,1
ferguson-20000,5006,2636883646125.304,0.06371094897527899,5.275169451967364e-05,0.00787528735632184,0.11885122897800778,4988.0,1
ferguson-20000,5007,2636956375072.577,0.06369203696379569,5.271358056857602e-05,0.00787528735632184,0.11885122897800778,4988.0,1
ferguson-20000,5008,2637029072829.954,0.06367313380638548,5.2675501894410275e-05,0.007876295715778475,0.11885122897800778,4989.0,1
ferguson-20000,5009,2637101739420.597,0.06365423949596416,5.2637458516908175e-05,0.00787730407523511,0.11885122897800778,4989.0,1
ferguson-20000,5010,2637174374868.973,0.06363535402523034,5.259945051886933e-05,0.007878312434691745,0.11885122897800778,4989.0,1
ferguson-20000,5011,2637246979200.2,0.06361647738679467,5.25614779982877e-05,0.007878312434691745,0.1187511858559724,4989.0,1
ferguson-20000,5012,2637319552438.979,0.06359760957343144,5.2523541014834256e-05,0.00787932079414838,0.1187511858559724,4989.0,1
ferguson-20000,5013,2637392094609.23,0.06357875057807787,5.2485639567220666e-05,0.007880329153605016,0.1187511858559724,4990.0,1
ferguson-20000,5014,2637464605735.241,0.06355990039362801,5.244777367012544e-05,0.007880329153605016,0.1187511858559724,4990.0,1
ferguson-20000,5015,2637537085841.378,0.0635410590129848,5.240994333467072e-05,0.007881337513061651,0.1187511858559724,4990.0,1
ferguson-20000,5016,2637609534951.7734,0.0635222264291098,5.237214855084864e-05,0.007882345872518286,0.1187511858559724,4990.0,1
ferguson-20000,5017,2637681953090.58,0.06350340263497559,5.2334389305663726e-05,0.007883354231974922,0.1187511858559724,4991.0,1
ferguson-20000,5018,2637754340282.0806,0.06348458762354647,5.229666559016578e-05,0.007883354231974922,0.1187511858559724,4991.0,1
ferguson-20000,5019,2637826696550.522,0.06346578138780745,5.2258977389286916e-05,0.007884362591431557,0.1187511858559724,4991.0,1
ferguson-20000,5020,2637899021920.2026,0.06344698392074768,5.222132468779156e-05,0.007885370950888194,0.1187511858559724,4991.0,1
ferguson-20000,5021,2637971317607.7363,0.06342819501993481,5.218377715446002e-05,0.007885370950888194,0.1187511858559724,4991.0,1
ferguson-20000,5022,2638043582752.195,0.06340941484491311,5.214627173894583e-05,0.007886379310344827,0.1187511858559724,4992.0,1
ferguson-20000,5023,2638115817115.3115,0.06339064343379999,5.2108791992576755e-05,0.007887387669801463,0.1187511858559724,4992.0,1
ferguson-20000,5024,2638188020668.2993,0.06337188078534413,5.2071336364136844e-05,0.007887387669801463,0.1187511858559724,4992.0,1
ferguson-20000,5025,2638260193428.1562,0.06335312689032933,5.2033906223522243e-05,0.007888396029258098,0.1187511858559724,4992.0,1
ferguson-20000,5026,2638332335420.2007,0.0633343817386112,5.199650320008671e-05,0.007889404388714733,0.1187511858559724,4993.0,1
ferguson-20000,5027,2638404446670.783,0.06331564532039138,5.195912871480824e-05,0.007890412748171368,0.1187511858559724,4993.0,1
ferguson-20000,5028,2638476527206.03,0.06329691762636008,5.192178394044328e-05,0.007890412748171368,0.1187511858559724,4993.0,1
ferguson-20000,5029,2638548577033.921,0.06327819865055487,5.188446879589943e-05,0.007891421107628003,0.1187511858559724,4993.0,1
ferguson-20000,5030,2638620596155.851,0.06325948838809112,5.1847182827013396e-05,0.00789242946708464,0.11865114273393704,4994.0,1
ferguson-20000,5031,2638692584577.4893,0.06324078683328622,5.1809925905322755e-05,0.00789242946708464,0.11865114273393704,4994.0,1
ferguson-20000,5032,2638764542301.6396,0.06322209398090338,5.1772697751980785e-05,0.007893437826541274,0.11865114273393704,4994.0,1
ferguson-20000,5033,2638836469347.5254,0.06320340982294624,5.1735499086077274e-05,0.00789444618599791,0.11865114273393704,4994.0,1
ferguson-20000,5034,2638908365738.98,0.0631847343509115,5.1698330790282385e-05,0.007895454545454546,0.11865114273393704,4994.0,1
ferguson-20000,5035,2638980231500.5903,0.06316606755645307,5.166119363420346e-05,0.007895454545454546,0.11865114273393704,4995.0,1
ferguson-20000,5036,2639052066656.9336,0.06314740943147248,5.1624088247700514e-05,0.00789646290491118,0.11865114273393704,4995.0,1
ferguson-20000,5037,2639123871232.4146,0.0631287599681091,5.158701514331218e-05,0.007897471264367817,0.11865114273393704,4995.0,1
ferguson-20000,5038,2639195645251.243,0.063110119158708,5.1549974733813016e-05,0.007897471264367817,0.11865114273393704,4995.0,1
