age_yr,step_yr,R_Rsun,L_Lsun,Teff_K,central_X,central_Y3,step_error_norm,discrete_luminosity_balance,nuclear_rest_mass_balance,last_halfstep_coupling_iterations,convective_mass_fraction,central_T_K,central_rho,surface_X,surface_Y3
1874618293116.0671,2144198728.9957645,0.1475750054789363,0.0016064298895685032,3008.053945254754,0.4463989466859786,0.031794562784980114,0.8085183641343141,8.881784197001252e-16,-1.3452305935857112e-09,4,1.0000000000000007,5721614.162034054,243.29464840323314,0.4463989466859786,0.031794562784980114
1876764455602.3257,2146162486.2585437,0.14757911359893408,0.0016068360519304495,3008.2021927383275,0.44614181846135365,0.031681992722285564,0.8076611084095742,4.440892098500626e-16,-1.366202373453973e-09,4,1.0000000000000007,5723472.990861403,243.28126921211643,0.44614181846135365,0.031681992722285564
1878913723359.1724,2149267756.846787,0.14758323583078256,0.0016072445972859207,3008.3513719009443,0.445884015151577,0.03156959096290922,0.8069125470577809,8.881784197001252e-16,-1.3845261603862014e-09,4,1.0000000000000007,5725337.097802503,243.26785182432158,0.445884015151577,0.03156959096290922
1881067099013.2556,2153375654.083237,0.14758737506318131,0.0016076556192218955,3008.5014964079037,0.4456254153546736,0.031457305598633,0.8070072910620896,2.220446049250313e-15,-1.408269389990835e-09,4,1.0000000000000007,5727207.346744201,243.25439148813527,0.4456254153546736,0.031457305598633
1883224463765.7373,2157364752.4820204,0.1475915303960663,0.0016080694492823953,3008.652729802006,0.44536603204282754,0.031345143450964216,0.8067247471432726,1.5543122344752192e-15,-1.4341295928588238e-09,4,1.0000000000000007,5729083.708122358,243.24090404514564,0.44536603204282754,0.031345143450964216
1885386203466.3164,2161739700.579313,0.1475957010172141,0.0016084867870458366,3008.8054067082103,0.445105817450246,0.031233085012566202,0.8060508541185563,6.661338147750939e-16,-1.4618597443671888e-09,4,1.0000000000000007,5730966.645198909,243.22741057891653,0.445105817450246,0.031233085012566202
1887553232283.8325,2167028817.516083,0.14759988675926558,0.0016089083428925657,3008.9598599497185,0.44484465986367294,0.03112108351866558,0.8062008404960407,6.661338147750939e-16,-1.4867436171073223e-09,4,1.0000000000000007,5732857.07487181,243.21392666274159,0.44484465986367294,0.03112108351866558
1889725361078.4802,2172128794.6480346,0.14760409233527622,0.0016093335849547668,3009.1157916273687,0.4445825802655025,0.031009149677332582,0.8062994047083881,1.5543122344752192e-15,-1.5171301992467079e-09,4,1.0000000000000007,5734754.75776457,243.2004421933897,0.4445825802655025,0.031009149677332582
1891902468772.8047,2177107694.324258,0.14760831726426132,0.0016097623828654148,3009.2731446250173,0.4443195914993248,0.030897290625226715,0.8065996562334199,8.881784197001252e-16,-1.5445836831773363e-09,4,1.0000000000000007,5736659.586535823,243.18695793056582,0.4443195914993248,0.030897290625226715
1894084160605.551,2181691832.7465277,0.14761256016042518,0.001610196126239679,3009.432581300786,0.444055739598618,0.03078552722758425,0.8041187243151837,4.440892098500626e-16,-1.5745216241924709e-09,4,1.0000000000000007,5738571.495249332,243.17352409239425,0.444055739598618,0.03078552722758425
1896273816284.07,2189655678.5190325,0.14761683011931917,0.001610643753856967,3009.59818313177,0.44379061348508486,0.030673685161043924,0.8002341890522846,-1.7763568394002505e-15,-1.6153028914445144e-09,4,1.0000000000000007,5740495.019407562,243.1603873333369,0.44379061348508486,0.030673685161043924
1898476792387.1301,2202976103.0599566,0.14762113752533002,0.0016110925359236327,3009.7638946445336,0.44352356012898597,0.030561494828666106,0.8106073012478786,-1.1102230246251565e-15,-1.6723097351345473e-09,4,1.0000000000000007,5742432.395415512,243.14709236618003,0.44352356012898597,0.030561494828666106
1900678943108.5234,2202150721.39303,0.14762545104780042,0.001611540740546019,3009.9292261923442,0.443256292412398,0.030449678853224853,0.8090599275256682,8.881784197001252e-16,-1.6869308172573483e-09,4,1.0000000000000007,5744371.359176128,243.13375356472545,0.443256292412398,0.030449678853224853
1902882372832.994,2203429724.4704523,0.14762977215045378,0.001611989064998774,3010.094488560376,0.4429885550144725,0.03033813022336548,0.8090919325492996,4.440892098500626e-16,-1.7077423919431567e-09,4,1.0000000000000007,5746313.811113387,243.12036887228263,0.4429885550144725,0.03033813022336548
1905087038697.4133,2204665864.4196897,0.14763409997952195,0.001612437487767086,3010.259680391315,0.44272035285787636,0.03022685134194869,0.8091352609804202,0,-1.7307557609314017e-09,4,1.0000000000000007,5748259.704706898,243.10693946471713,0.44272035285787636,0.03022685134194869
1907292882332.469,2205843635.0557523,0.1476384347798646,0.0016128855499390935,3010.42458503834,0.4424516927736267,0.030115845478206827,0.8095554139206372,2.220446049250313e-16,-1.746630395871307e-09,4,1.0000000000000007,5750208.89948176,243.0934529820158,0.4424516927736267,0.030115845478206827
1909499331579.4146,2206449246.9457517,0.14764277475896137,0.0016133332374219174,3010.5892143331157,0.4421826443307042,0.030005141612270244,0.8094080351447873,-3.3306690738754696e-16,-1.7667066698479061e-09,4,1.0000000000000007,5752160.89833041,243.07991642518274,0.4421826443307042,0.030005141612270244
1911706587528.0647,2207255948.650214,0.14764712053949225,0.001613780612490571,3010.753591108981,0.4419131829451484,0.029894729762491908,0.8094036610048482,-1.9984014443252818e-15,-1.7908436955593743e-09,4,1.0000000000000007,5754115.875621652,243.0663295765686,0.4419131829451484,0.029894729762491908
1913914656439.7039,2208068911.6387267,0.14765147065118597,0.00161422647531908,3010.9171709827733,0.44164330774370836,0.02978461000348147,0.8109615725129803,0,-1.8062598083901094e-09,4,1.0000000000000007,5756073.608758011,243.05265532630472,0.44164330774370836,0.02978461000348147
