10 52 19 OPAL GS98 Z=0.020; original cells, logT=4.0..7.1
-0.653 -0.650 -0.645 -0.634 -0.612 -0.562 -0.446 -0.210 0.172 0.642 1.119 1.537 1.887 2.180 2.427 2.660 2.904 3.154 3.368
-0.654 -0.651 -0.646 -0.638 -0.620 -0.582 -0.496 -0.310 0.034 0.505 1.009 1.458 1.818 2.112 2.355 2.581 2.821 3.062 3.272
-0.654 -0.652 -0.647 -0.639 -0.625 -0.594 -0.525 -0.379 -0.090 0.367 0.891 1.367 1.747 2.045 2.288 2.511 2.746 2.977 3.177
-0.654 -0.652 -0.648 -0.640 -0.626 -0.599 -0.541 -0.417 -0.174 0.239 0.767 1.266 1.668 1.976 2.224 2.447 2.677 2.901 3.087
-0.654 -0.652 -0.648 -0.641 -0.628 -0.601 -0.549 -0.441 -0.225 0.150 0.657 1.166 1.587 1.906 2.160 2.388 2.615 2.832 3.012
-0.654 -0.652 -0.649 -0.642 -0.630 -0.606 -0.555 -0.456 -0.262 0.079 0.559 1.070 1.506 1.839 2.101 2.334 2.561 2.766 2.938
-0.653 -0.650 -0.647 -0.640 -0.629 -0.605 -0.559 -0.466 -0.285 0.034 0.488 0.987 1.431 1.776 2.048 2.288 2.511 2.699 2.861
-0.651 -0.648 -0.644 -0.637 -0.625 -0.603 -0.560 -0.471 -0.298 0.009 0.446 0.934 1.376 1.728 2.007 2.249 2.464 2.629 2.799
-0.653 -0.648 -0.640 -0.628 -0.614 -0.590 -0.550 -0.473 -0.316 -0.032 0.364 0.827 1.270 1.642 1.936 2.177 2.354 2.503 2.692
-0.657 -0.655 -0.650 -0.638 -0.616 -0.582 -0.532 -0.452 -0.310 -0.060 0.303 0.748 1.190 1.566 1.850 2.066 2.205 2.345 2.566
-0.659 -0.658 -0.656 -0.652 -0.640 -0.612 -0.551 -0.447 -0.288 -0.049 0.289 0.708 1.126 1.470 1.724 1.899 2.024 2.194 2.428
-0.660 -0.659 -0.658 -0.656 -0.651 -0.637 -0.602 -0.512 -0.327 -0.047 0.295 0.682 1.041 1.323 1.537 1.696 1.833 2.039 2.290
-0.661 -0.660 -0.660 -0.658 -0.655 -0.647 -0.626 -0.568 -0.424 -0.144 0.229 0.593 0.896 1.129 1.317 1.478 1.651 1.887 2.146
-0.662 -0.661 -0.661 -0.660 -0.658 -0.653 -0.638 -0.598 -0.495 -0.277 0.065 0.417 0.699 0.915 1.092 1.267 1.478 1.740 2.008
-0.663 -0.662 -0.662 -0.662 -0.661 -0.657 -0.646 -0.618 -0.542 -0.381 -0.104 0.212 0.481 0.694 0.876 1.073 1.316 1.595 1.867
-0.664 -0.664 -0.664 -0.663 -0.662 -0.660 -0.653 -0.633 -0.581 -0.461 -0.247 0.018 0.266 0.479 0.676 0.904 1.172 1.468 1.729
-0.665 -0.665 -0.665 -0.665 -0.664 -0.662 -0.657 -0.642 -0.604 -0.518 -0.359 -0.140 0.091 0.294 0.520 0.769 1.048 1.341 1.586
-0.667 -0.667 -0.667 -0.667 -0.666 -0.663 -0.657 -0.644 -0.615 -0.551 -0.431 -0.256 -0.055 0.163 0.409 0.659 0.942 1.217 1.448
-0.670 -0.670 -0.670 -0.669 -0.669 -0.667 -0.660 -0.645 -0.615 -0.558 -0.458 -0.313 -0.132 0.083 0.313 0.553 0.825 1.096 1.291
0.2000 0.0200
-0.852 -0.919 -0.976 -1.005 -0.992 -0.926 -0.786 -0.557 -0.241 0.119 0.464 0.739 0.937 1.085 1.207 1.327 1.452 1.598 1.761
-0.778 -0.784 -0.805 -0.843 -0.879 -0.868 -0.766 -0.551 -0.227 0.171 0.598 0.990 1.306 1.538 1.706 1.839 1.962 2.084 2.221
-0.760 -0.755 -0.749 -0.741 -0.729 -0.702 -0.636 -0.485 -0.219 0.154 0.591 1.039 1.453 1.791 2.045 2.230 2.377 2.509 2.637
-0.753 -0.738 -0.724 -0.706 -0.675 -0.609 -0.487 -0.313 -0.091 0.199 0.571 1.009 1.469 1.893 2.242 2.494 2.681 2.838 2.974
-0.759 -0.744 -0.724 -0.696 -0.657 -0.586 -0.451 -0.236 0.043 0.346 0.665 1.032 1.463 1.914 2.330 2.670 2.925 3.109 3.263
-0.756 -0.745 -0.726 -0.697 -0.651 -0.572 -0.435 -0.224 0.070 0.427 0.794 1.153 1.521 1.936 2.368 2.771 3.088 3.325 3.518
-0.742 -0.734 -0.720 -0.695 -0.653 -0.579 -0.443 -0.229 0.061 0.429 0.845 1.265 1.655 2.034 2.440 2.846 3.212 3.501 3.740
-0.707 -0.711 -0.701 -0.680 -0.639 -0.569 -0.445 -0.243 0.052 0.429 0.868 1.322 1.772 2.189 2.569 2.956 3.333 3.665 3.944
-0.607 -0.630 -0.646 -0.642 -0.609 -0.543 -0.429 -0.243 0.040 0.420 0.864 1.342 1.835 2.308 2.728 3.125 3.487 3.829 4.137
-0.570 -0.562 -0.555 -0.550 -0.531 -0.475 -0.367 -0.187 0.086 0.455 0.906 1.389 1.894 2.393 2.861 3.297 3.676 4.019 4.314
-0.560 -0.547 -0.527 -0.492 -0.434 -0.355 -0.245 -0.086 0.159 0.503 0.937 1.423 1.939 2.457 2.964 3.434 3.854 4.210 4.508
-0.555 -0.538 -0.515 -0.478 -0.405 -0.277 -0.101 0.099 0.339 0.648 1.039 1.503 2.007 2.521 3.041 3.540 3.994 4.372 4.681
