pulse_years,Teff_K,radius_cm,photon_luminosity_erg_s,nuclear_power_erg_s,logg,run
4649293.39816847,6018.306383124864,6820578401.494995,4.348717384642982e+31,1.419932357123483e+31,5.455269223143521,cool5500_nominal_v1
4658893.39816847,6017.241779318641,6815977616.273069,4.339780467214659e+31,1.4169083947245378e+31,5.4558553229498115,cool5500_nominal_v1
4668493.39816847,6016.177940412714,6811392016.615343,4.330878940334682e+31,1.4138983830282905e+31,5.456439882041224,cool5500_nominal_v1
4682893.39816847,6014.5859210922035,6804549539.990684,4.317608843772639e+31,1.4094107651149963e+31,5.457312873476576,cool5500_nominal_v1
4697293.39816847,6012.995927550156,6797741018.792003,4.304418298871594e+31,1.4049539899321353e+31,5.458182404507596,cool5500_nominal_v1
4717803.281860357,6010.738759603842,6788115090.149926,4.285795124870844e+31,1.398661456623728e+31,5.459413239976034,cool5500_nominal_v1
4738313.165552245,6008.485827312377,6778556601.6801815,4.267329899599096e+31,1.3924299577311906e+31,5.46063718040267,cool5500_nominal_v1
4762936.03681211,6005.870197825144,6767214101.402372,4.24565989603149e+31,1.3850309084168611e+31,5.462091800162859,cool5500_nominal_v1
4787558.908071974,6003.174342885426,6755914955.932686,4.223901417313536e+31,1.37771701234262e+31,5.463543286027956,cool5500_nominal_v1
4800358.908071974,6001.770006290802,6750062414.670482,4.212642191087368e+31,1.3739451084124148e+31,5.464296056883299,cool5500_nominal_v1
4813158.908071974,6000.3673869449485,6744235662.225786,4.201442681278817e+31,1.3701956831307796e+31,5.465046159356802,cool5500_nominal_v1
4832358.908071974,5998.372754222315,6735522539.741606,4.185024357193229e+31,1.3646160571308232e+31,5.466169046425054,cool5500_nominal_v1
4851558.908071974,5996.389475028259,6726839252.098528,4.168722946563605e+31,1.3590862455589564e+31,5.467289534639363,cool5500_nominal_v1
4875727.48692656,5993.8840184786595,6715974940.073907,4.148327876576311e+31,1.3521974883879481e+31,5.468693500125101,cool5500_nominal_v1
4899896.065781147,5991.373440826056,6705181558.947822,4.128081321125503e+31,1.3453851226011461e+31,5.470090550185586,cool5500_nominal_v1
4912696.065781147,5990.039727012181,6699482575.80593,4.11739881676479e+31,1.3418049251702355e+31,5.4708291101540345,cool5500_nominal_v1
4925496.065781147,5988.705424863985,6693804551.992664,4.10676130234317e+31,1.3382456519396897e+31,5.471565578963945,cool5500_nominal_v1
4944696.065781147,5986.707008617482,6685338875.1907835,4.090915130099505e+31,1.332947874341597e+31,5.472664781534369,cool5500_nominal_v1
4963896.065781147,5984.709818598145,6676922586.800132,4.0751788425915785e+31,1.3276960993803702e+31,5.473758952038341,cool5500_nominal_v1
4976151.455431001,5983.433739720485,6671568796.674884,4.065177211662423e+31,1.3243660907659321e+31,5.474455696431859,cool5500_nominal_v1
4988406.845080856,5982.158297037654,6666235103.5831175,4.055220342869059e+31,1.3210544576139045e+31,5.475150381589541,cool5500_nominal_v1
5006789.929555639,5980.249634447694,6658282401.702186,4.0403898905866456e+31,1.316123184844081e+31,5.476187211614149,cool5500_nominal_v1
5025173.014030421,5978.343334061664,6650375192.863861,4.025661987725858e+31,1.3112323801988602e+31,5.477219339023068,cool5500_nominal_v1
5049336.132841071,5975.844649211661,6640062835.585935,4.0064818006739993e+31,1.3048670457615623e+31,5.4785672556983265,cool5500_nominal_v1
5073499.251651721,5973.350702939606,6629827821.703809,3.987476661422043e+31,1.2985696643237003e+31,5.479907134389855,cool5500_nominal_v1
5086299.251651721,5972.0278926090205,6624424592.633482,3.977454607711036e+31,1.2952583463064186e+31,5.480615312452664,cool5500_nominal_v1
5099099.251651721,5970.706034300689,6619042642.208358,3.9674797250132016e+31,1.2919656814764638e+31,5.481321276067397,cool5500_nominal_v1
5118299.251651721,5968.728515300772,6611020121.353958,3.9526272580304457e+31,1.2870634461485838e+31,5.482374676048131,cool5500_nominal_v1
5137499.251651721,5966.754018839788,6603045403.712487,3.9378820613185453e+31,1.282202277715545e+31,5.483423066879955,cool5500_nominal_v1
5150016.757938482,5965.466297171137,6597864831.382477,3.928312369086593e+31,1.2790534685152142e+31,5.484104805957475,cool5500_nominal_v1
5162534.264225242,5964.179761176515,6592704235.109178,3.9187872345388394e+31,1.275921784511258e+31,5.484784448689454,cool5500_nominal_v1
5181310.523655383,5962.2553609137385,6585010373.869077,3.90460241525633e+31,1.271258048651482e+31,5.485798707067309,cool5500_nominal_v1
5200086.783085523,5960.334068695586,6577361064.93297,3.8905175176170086e+31,1.2666320475858396e+31,5.486808267707885,cool5500_nominal_v1
5225028.645911135,5957.790577457807,6567280384.182735,3.8719848611898354e+31,1.2605471432318685e+31,5.488140517019939,cool5500_nominal_v1
5249970.508736747,5955.252822353534,6557276203.98976,3.8536242804595963e+31,1.254526980765601e+31,5.489464679422245,cool5500_nominal_v1
5262770.508736747,5953.948870122213,6552159299.658011,3.844243592869218e+31,1.2514597564795886e+31,5.490142738650024,cool5500_nominal_v1
5275570.508736747,5952.646096339991,6547062078.89159,3.834906422656878e+31,1.2484092209096718e+31,5.49081871622141,cool5500_nominal_v1
5294770.508736747,5950.697487708134,6539462653.354103,3.82100160191992e+31,1.2438663837174744e+31,5.491827506260043,cool5500_nominal_v1
5313970.508736747,5948.752305398715,6531907193.532788,3.8071953053257e+31,1.2393603146221592e+31,5.4928316228637355,cool5500_nominal_v1
5326752.256487496,5947.457103460561,6526895357.04906,3.798045592321177e+31,1.2363794279883524e+31,5.4934983342341,cool5500_nominal_v1
5339534.004238245,5946.1631856554095,6521902699.588269,3.78893823895998e+31,1.2334145368692316e+31,5.494163003480003,cool5500_nominal_v1
5358706.625864369,5944.227770951869,6514458799.432643,3.7753746344178247e+31,1.2289988270830423e+31,5.495154950539167,cool5500_nominal_v1
5377879.247490492,5942.295642444949,6507057629.370847,3.761905893960727e+31,1.2246183737061274e+31,5.496142327909896,cool5500_nominal_v1
5389332.7851599865,5941.140929813565,6502649922.741466,3.7538919337006777e+31,1.2220168258706725e+31,5.4967308861791935,cool5500_nominal_v1
5400786.322829481,5939.987282299998,6498257172.730505,3.745910967532916e+31,1.2194276459063112e+31,5.497317844350259,cool5500_nominal_v1
5412239.860498975,5938.8347720485435,6493879349.241382,3.737963036121473e+31,1.2168507462370367e+31,5.497903202933219,cool5500_nominal_v1
5423693.39816847,5937.683391396165,6489516403.093258,3.730047956864333e+31,1.2142860416253443e+31,5.498486965007314,cool5500_nominal_v1
5449293.39816847,5935.122628973487,6479844331.688067,3.712526244882609e+31,1.2086027225082317e+31,5.499782488542968,v44
5474893.39816847,5932.568065878113,6470245078.426724,3.695166241255153e+31,1.2029788703163626e+31,5.501070171848713,v44
5487693.39816847,5931.289348404547,6465460909.752757,3.686523654445498e+31,1.2001865415970218e+31,5.501712653411677,v44
5500493.39816847,5930.011901138622,6460694481.765172,3.677919920242179e+31,1.1974087739939845e+31,5.502353225462537,v44
5510093.39816847,5929.054040048043,6457129174.4462385,3.6714886042851336e+31,1.19533448557559e+31,5.502832684967614,v44
5519693.39816847,5928.096927486576,6453573799.459446,3.6650790494917955e+31,1.1932682818052783e+31,5.503311072482225,v44
5534093.39816847,5926.664301280612,6448264091.618328,3.6555148016954416e+31,1.1901850334812956e+31,5.504026002235822,v44
5548493.39816847,5925.233651731662,6442976621.487079,3.6459997492208857e+31,1.1871197032561704e+31,5.504738523018299,v44
5570093.39816847,5923.094756288207,6435097273.045828,3.6318387211379817e+31,1.182557194804311e+31,5.505801401832027,v44
5591693.39816847,5920.959853119846,6427267038.561373,3.617785007224867e+31,1.1780341240339371e+31,5.506858945520362,v44
5604493.39816847,5919.69420518917,6422642362.646178,3.6094927275113023e+31,1.1753706125547317e+31,5.507484155007703,v44
5617293.39816847,5918.42992007947,6418034563.215447,3.6012373177585096e+31,1.1727206973360714e+31,5.508107530851183,v44
5636493.39816847,5916.538842612811,6411162469.981464,3.5889387486273623e+31,1.1687727959267216e+31,5.509038068420564,v44
5655693.39816847,5914.651168091553,6404327982.498115,3.576722735424544e+31,1.164854888951315e+31,5.509964503657063,v44
5668493.39816847,5913.3928510458445,6399787089.497518,3.5686140438886107e+31,1.162258332054297e+31,5.510580582111422,v44
5681293.39816847,5912.135993644818,6395262588.032975,3.5605412734822894e+31,1.159674878602456e+31,5.511194871590819,v44
5690893.39816847,5911.193590215629,6391878004.477436,3.55450628118666e+31,1.1577454120288863e+31,5.5116546791562095,v44
5700493.39816847,5910.251942773666,6388502579.552828,3.5484911572182154e+31,1.1558232251049378e+31,5.512113485040207,v44
5714893.39816847,5908.8424219984145,6383460941.043016,3.539514082564848e+31,1.1529544324446097e+31,5.5127992232651115,v44
5729293.39816847,5907.434806853719,6378439808.2975,3.5305817663503146e+31,1.1501017807362166e+31,5.513482710905278,v44
5750893.39816847,5905.3302023101605,6370955886.358152,3.5172848635218453e+31,1.1458548393052958e+31,5.514502438099385,v44
5772493.39816847,5903.22989336982,6363517189.705878,3.504086594639749e+31,1.1416434535268171e+31,5.515517190812523,v44
5785293.39816847,5901.984934624571,6359123345.887231,3.496298347016046e+31,1.1391629535116902e+31,5.516117136144723,v44
5798093.39816847,5900.741327928555,6354745056.794837,3.4885437332314238e+31,1.1366947197932263e+31,5.516715370075717,v44
5807693.39816847,5899.808920663531,6351469689.5471115,3.4827463462089076e+31,1.1348511428445695e+31,5.517163174235114,v44
5817293.39816847,5898.87727565781,6348203015.238834,3.4769677164272855e+31,1.1330143818926997e+31,5.51761001997375,v44
5831693.39816847,5897.482654698104,6343323402.9435425,3.4683426543608844e+31,1.1302728223769964e+31,5.51827792664731,v44
5846093.39816847,5896.0899454527025,6338463251.608488,3.459759851383558e+31,1.1275463800020835e+31,5.518943680477386,v44
5856893.39816847,5895.045864048922,6334828536.153629,3.453345912328483e+31,1.1255109049872445e+31,5.519441905227529,v44
5867693.39816847,5894.002773005138,6331204616.148863,3.446955233500266e+31,1.1234838215803057e+31,5.519938934876812,v44
5883893.39816847,5892.441896713943,6325793970.6530695,3.4374225504746065e+31,1.1204599145186885e+31,5.5206815480988585,v44
5900093.39816847,5890.883447822781,6320407343.355406,3.4279419556891676e+31,1.11745459077235e+31,5.521421496038903,v44
5912243.39816847,5889.715230686813,6316380191.551487,3.420860108122341e+31,1.1152120862358637e+31,5.521975108216241,v44
5924393.39816847,5888.54833984584,6312366322.874141,3.4138070213843977e+31,1.1129798816003377e+31,5.5225272456985675,v44
5942618.39816847,5886.802680734379,6306376558.00812,3.4032928001117325e+31,1.1096520879755717e+31,5.523351835611885,v44
5960843.39816847,5885.05972578875,6300416405.03145,3.392841775446038e+31,1.1063470621402702e+31,5.52417312672042,v44
5973643.39816847,5883.835969101793,6296244090.33654,3.385532136286209e+31,1.1040384894525092e+31,5.524748521545324,v44
5986443.39816847,5882.613629507898,6292086130.98391,3.378253363827206e+31,1.1017409707344803e+31,5.525322316111164,v44
6005643.39816847,5880.78525300762,6285882731.587719,3.367405622005012e+31,1.098316711839994e+31,5.526179084759483,coolg580_nominal_v1
6024843.39816847,5878.96022149152,6279711238.327784,3.3566266249105724e+31,1.0949168694170186e+31,5.527032286188661,coolg580_nominal_v1
6037643.39816847,5877.743793250149,6275610061.272321,3.3494701215814336e+31,1.0926627862118692e+31,5.5275997327988575,coolg580_nominal_v1
6050443.39816847,5876.528724317556,6271522821.041239,3.342343396255535e+31,1.0904193819053546e+31,5.528165620147946,coolg580_nominal_v1
6069643.39816847,5874.71110922137,6265424554.509981,3.331721334228109e+31,1.0870755607928915e+31,5.529010624480578,coolg580_nominal_v1
6088843.39816847,5872.897705686681,6259357836.847785,3.3211684708506593e+31,1.0837553347931138e+31,5.529852073737798,coolg580_nominal_v1
6101643.39816847,5871.851812380427,6255402533.069389,3.3146102653219203e+31,1.0815543534995233e+31,5.530401110750614,coolg580_nominal_v1
6114443.39816847,5870.653256522363,6251380189.951132,3.3076469290857644e+31,1.079363672981672e+31,5.530959809664475,coolg580_nominal_v1
6133643.39816847,5868.839393257892,6245364969.454717,3.2972064869921323e+31,1.0760981766705977e+31,5.531795988121331,coolg580_nominal_v1
6152843.39816847,5867.0275496519425,6239380538.693688,3.286828610798962e+31,1.0728554282838697e+31,5.532628686057931,coolg580_nominal_v1
6165643.39816847,5865.820697436088,6235404463.067337,3.279940716465797e+31,1.0707052154935528e+31,5.533182375043316,coolg580_nominal_v1
6178443.39816847,5864.6161048006825,6231442753.037366,3.273084175959115e+31,1.0685649616207172e+31,5.533734414811834,coolg580_nominal_v1
6197643.39816847,5862.815909071974,6225533272.9734955,3.262869831781575e+31,1.0653744597690693e+31,5.5345585168313995,coolg580_nominal_v1
6216843.39816847,5861.020447147898,6219654975.676684,3.252723399305543e+31,1.0622059751373943e+31,5.5353790467319,coolg580_nominal_v1
6229643.39816847,5859.824339860231,6215748926.585944,3.245988055205268e+31,1.0601048889224711e+31,5.535924706731454,coolg580_nominal_v1
6242443.39816847,5858.630051397629,6211856280.875963,3.239281560992792e+31,1.0580134412436048e+31,5.536468835573308,coolg580_nominal_v1
6247243.39816847,5858.181948038701,6210398056.436527,3.2367704457274175e+31,1.057231204312715e+31,5.536672759535299,coolg580_nominal_v1
6252043.39816847,5857.73394742753,6208941689.86551,3.234263007239773e+31,1.0564503129318623e+31,5.536876471481744,coolg580_nominal_v1
6259243.39816847,5857.062715745214,6206761476.709412,3.2305108942942468e+31,1.0552816762887001e+31,5.537181522122887,coolg580_nominal_v1
6266443.39816847,5856.39204697677,6204585429.484104,3.226767742133237e+31,1.0541160448133286e+31,5.537486096741302,coolg580_nominal_v1
6277243.39816847,5855.387807918585,6201331035.84106,3.2211732768075817e+31,1.052373623490726e+31,5.537941803576822,coolg580_nominal_v1
6288043.39816847,5854.38482525006,6198085892.783943,3.215598720313234e+31,1.050637897717242e+31,5.5383964532633305,coolg580_nominal_v1
6304243.39816847,5852.884181710514,6193239605.069387,3.2072815540480824e+31,1.048047707381628e+31,5.539075869236973,coolg580_nominal_v1
6320443.39816847,5851.386176935702,6188413704.872925,3.1990079898861283e+31,1.0454723648882313e+31,5.539752955528829,coolg580_nominal_v1
6332593.39816847,5850.263468906322,6184805174.144857,3.192826713425128e+31,1.0435500153925946e+31,5.540259586840449,coolg580_nominal_v1
6344743.39816847,5849.142119515139,6181207888.640618,3.1866692972472055e+31,1.0416359050326937e+31,5.540764933642351,coolg580_nominal_v1
6353855.89816847,5848.301520275596,6178515966.684604,3.1820644298571695e+31,1.0402054110328906e+31,5.54114328736073,coolg580_nominal_v1
6362968.39816847,5847.461652186642,6175830299.830336,3.1774727734957117e+31,1.038779503890031e+31,5.541520926221824,coolg580_nominal_v1
6369802.77316847,5846.831966568334,6173819420.354676,3.1740363538445073e+31,1.0377129098896874e+31,5.541803788938599,coolg580_nominal_v1
6376637.14816847,5846.202683344507,6171812034.701889,3.170607293492128e+31,1.0366488760425432e+31,5.542086252099082,coolg580_nominal_v1
6386888.71066847,5845.260112702631,6168809116.027813,3.1654804245297873e+31,1.0350579641750444e+31,5.542508970216613,coolg580_nominal_v1
6397140.27316847,5844.318488908708,6165814030.799362,3.1603700975363734e+31,1.033472758105366e+31,5.542930790647647,coolg580_nominal_v1
6412517.61691847,5842.909130657636,6161339628.110348,3.152741961407574e+31,1.0311063817066985e+31,5.543561336363798,coolg580_nominal_v1
6427894.96066847,5841.501988048866,6156882616.760649,3.1451507278004567e+31,1.0287526690210737e+31,5.544189886646767,coolg580_nominal_v1
6450960.97629347,5839.3982168251405,6150237397.975664,3.133846582965738e+31,1.025247401858037e+31,5.54512787445427,coolg580_nominal_v1
6474026.99191847,5837.299045831243,6143630483.091343,3.1226229355171032e+31,1.0217700562085862e+31,5.546061460850565,coolg580_nominal_v1
6486826.99191847,5836.133956351128,6139974661.296076,3.116418437420296e+31,1.0198510131435947e+31,5.546578476257921,coolg580_nominal_v1
6499626.99191847,5834.970158187279,6136330397.567336,3.1102380360849136e+31,1.017940431901476e+31,5.547094163565101,coolg580_nominal_v1
6518826.99191847,5833.228994801866,6130891004.985621,3.1010223378026694e+31,1.0150914975716097e+31,5.547864443406133,coolg580_nominal_v1
6538026.99191847,5831.490910149018,6125477424.330113,3.091860563133696e+31,1.012261275480503e+31,5.548631746828016,coolg580_nominal_v1
6563626.99191847,5829.180920131162,6118306111.149813,3.079740634044343e+31,1.0085180122065601e+31,5.549649230382614,coolg580_nominal_v1
6589226.99191847,5826.811585908856,6111197805.201614,3.067596143567451e+31,1.0048070673296485e+31,5.550658951927412,coolg580_nominal_v1
6602026.99191847,5825.610876810405,6107659736.27581,3.0615204068372023e+31,1.0029620488160803e+31,5.5511619658462825,coolg580_nominal_v1
6614826.99191847,5824.417030152081,6104137157.9561615,3.055484041934362e+31,1.0011249687762728e+31,5.551663066996908,coolg580_nominal_v1
6634026.99191847,5822.637999641177,6098886024.2907095,3.04650430895742e+31,9.983852676349849e+30,5.552410599303074,coolg580_nominal_v1
6653226.99191847,5820.867400571948,6093664516.824032,3.037592464299608e+31,9.956631705083379e+30,5.553154552591922,coolg580_nominal_v1
6678826.99191847,5818.520593515184,6086753132.871071,3.025821326857946e+31,9.920623212958403e+30,5.5541402581141925,coolg580_nominal_v1
6704426.99191847,5816.184045459599,6079888694.336234,3.014153883745291e+31,9.884921224521285e+30,5.555120376748639,coolg580_nominal_v1
6710826.99191847,5815.5992018239,6078174562.263889,3.0112430526988897e+31,9.876032137564163e+30,5.555365296713108,coolg580_nominal_v1
6717226.99191847,5815.014874842482,6076463238.3794155,3.008338282187606e+31,9.867162004311199e+30,5.555609884346858,coolg580_nominal_v1
6726826.99191847,5814.139869690788,6073902771.500588,3.003994776242861e+31,9.853894935159486e+30,5.55597596275211,coolg580_nominal_v1
6736426.99191847,5813.266026878372,6071348560.65724,2.999664784576451e+31,9.840670111362802e+30,5.556341300499646,coolg580_nominal_v1
6750826.99191847,5811.9586873763,6067531647.02108,2.993200267565155e+31,9.820917799407818e+30,5.556887533613857,coolg580_nominal_v1
6765226.99191847,5810.653819632523,6063728458.306662,2.986765316520591e+31,9.801259403974222e+30,5.557432144449691,coolg580_nominal_v1
6786826.99191847,5808.7034798069235,6058055197.757446,2.977178556368351e+31,9.771960142750422e+30,5.558245181870826,coolg580_nominal_v1
6808426.99191847,5806.758364922904,6052411769.030167,2.9676559595436925e+31,9.742868478225609e+30,5.55905469983224,coolg580_nominal_v1
6821226.99191847,5805.606227941566,6049077041.624511,2.962034659551425e+31,9.725716351959506e+30,5.559533402501058,coolg580_nominal_v1
6834026.99191847,5804.455688431825,6045752531.639873,2.956434992106984e+31,9.708636081024323e+30,5.560010901210396,coolg580_nominal_v1
6843626.99191847,5803.593376372107,6043264654.353534,2.9522472982175204e+31,9.695870120962902e+30,5.560368406332852,coolg580_nominal_v1
6853226.99191847,5802.731954376787,6040782463.788274,2.948071635795935e+31,9.683144158353945e+30,5.560725240982749,coolg580_nominal_v1
6867626.99191847,5801.442548076248,6037072404.833302,2.941835285694362e+31,9.66413568630184e+30,5.5612588649416015,coolg580_nominal_v1
6882026.99191847,5800.1551944934845,6033375014.2351885,2.935625814219864e+31,9.645216115950618e+30,5.561790993148179,coolg580_nominal_v1
6892826.99191847,5799.190407662338,6030608776.374266,2.9309835770449406e+31,9.631081149173649e+30,5.562189323212455,coolg580_nominal_v1
6903626.99191847,5798.226718652942,6027849558.234813,2.926356157464962e+31,9.616995644984018e+30,5.562586824518176,coolg580_nominal_v1
6919826.99191847,5796.784561083098,6023727051.006685,2.91944844372095e+31,9.59596688004465e+30,5.563181064514706,coolg580_nominal_v1
6936026.99191847,5795.344865425244,6019620162.960631,2.9125736500195424e+31,9.575047906783018e+30,5.56377345759402,coolg580_nominal_v1
6948176.99191847,5794.265951390329,6016548378.869219,2.9074357563138634e+31,9.559426174740548e+30,5.564216807620177,coolg580_nominal_v1
6960326.99191847,5793.18836547721,6013485240.1729765,2.902316017077282e+31,9.543865450695933e+30,5.5646591353156625,coolg580_nominal_v1
6978551.99191847,5791.576104046826,6008910636.89958,2.894677340790047e+31,9.520647046000102e+30,5.565320143345919,coolg580_nominal_v1
6996776.99191847,5789.966852865658,6004355264.690878,2.8870790251711544e+31,9.497563846812735e+30,5.565978872828571,coolg580_nominal_v1
7022376.99191847,5787.71416578785,5997995311.542705,2.876485197899338e+31,9.46538107459288e+30,5.5668993901217085,coolg580_nominal_v1
7047976.99191847,5785.46727799029,5991672469.94005,2.8659690561329385e+31,9.433459507689492e+30,5.567815504070014,coolg580_nominal_v1
7060776.99191847,5784.343652567751,5988519174.511468,2.8607297796254053e+31,9.417582739589657e+30,5.568272745114802,coolg580_nominal_v1
7073576.99191847,5783.2213240218225,5985374964.865594,2.855509297259331e+31,9.401770289691359e+30,5.568728908469727,coolg580_nominal_v1
7092776.99191847,5781.5420771608315,5980679884.005803,2.847721265344425e+31,9.378180976100742e+30,5.569410519189346,coolg580_nominal_v1
7111976.99191847,5779.865873370036,5976005181.978858,2.8399753655915907e+31,9.354734062882721e+30,5.5700897032230765,coolg580_nominal_v1
7137576.99191847,5777.638261297415,5969809157.755193,2.829722740158916e+31,9.323703529351609e+30,5.570990738278487,coolg580_nominal_v1
7163176.99191847,5775.416710554846,5963648518.626977,2.8195446724277677e+31,9.292920871216952e+30,5.571887555240889,coolg580_nominal_v1
7175976.99191847,5774.305684576551,5960575973.889402,2.8144733524060474e+31,9.277609143260563e+30,5.572335178230643,coolg580_nominal_v1
7188776.99191847,5773.195884297128,5957512125.581332,2.809419832665954e+31,9.262358464031661e+30,5.572781764103072,coolg580_nominal_v1
7207976.99191847,5771.535300863778,5952936677.819819,2.8018801324291954e+31,9.239605340172579e+30,5.573449108162262,coolg580_nominal_v1
7227176.99191847,5769.877780887744,5948380734.0139065,2.794380699136928e+31,9.21698740562583e+30,5.574114117348373,coolg580_nominal_v1
7239976.99191847,5768.77335860309,5945351562.807641,2.7893986693424295e+31,9.201977228006091e+30,5.574556552854817,coolg580_nominal_v1
7252776.99191847,5767.670247601584,5942330939.830074,2.784434211172109e+31,9.18702635410506e+30,5.574997964347431,coolg580_nominal_v1
7271976.99191847,5766.019750656306,5937819914.42638,2.7770272872325964e+31,9.164719508433479e+30,5.57565759015816,coolg580_nominal_v1
7291176.99191847,5764.372359776853,5933327970.1788845,2.7696597453756166e+31,9.142544047842584e+30,5.5763149239600045,coolg580_nominal_v1
7303976.99191847,5763.274723739057,5930341287.158833,2.7647652587280035e+31,9.127826906245711e+30,5.576752259139895,coolg580_nominal_v1
7316776.99191847,5762.179797371056,5927363674.341804,2.7598912589022545e+31,9.113167446263643e+30,5.5771884854913045,coolg580_nominal_v1
7335976.99191847,5760.768199340307,5923005997.286999,2.7531352532523073e+31,9.091301087164769e+30,5.577827289254077,coolg580_nominal_v1
7355176.99191847,5759.135093257908,5918564085.6291,2.745891505238816e+31,9.069561976657082e+30,5.5784789250757125,coolg580_nominal_v1
7367976.99191847,5758.036574281251,5915604847.701263,2.7410539878814085e+31,9.055133598261302e+30,5.578913321690033,coolg580_nominal_v1
7380776.99191847,5756.937685948774,5912653394.854554,2.73622972839188e+31,9.040761014160189e+30,5.5793467920067075,coolg580_nominal_v1
7390376.99191847,5756.114137883662,5910444668.963057,2.7326216229303926e+31,9.030015858637489e+30,5.579671321997982,coolg580_nominal_v1
7399976.99191847,5755.291835953453,5908241164.943598,2.7290244771182357e+31,9.019301811452709e+30,5.579995205604346,coolg580_nominal_v1
7414376.99191847,5754.062082088643,5904948085.094996,2.7236540331820612e+31,9.003293599189793e+30,5.580479466514245,coolg580_nominal_v1
7428776.99191847,5752.83540974736,5901666643.328466,2.7183085155154386e+31,8.987354645680402e+30,5.580962284704341,coolg580_nominal_v1
7450376.99191847,5751.003180813559,5896770760.225037,2.7103446597836362e+31,8.963585883821947e+30,5.581683144616609,coolg580_nominal_v1
7471976.99191847,5749.176859363944,5891899581.551948,2.7024330824515483e+31,8.939970544338745e+30,5.582400961326096,coolg580_nominal_v1
7497576.99191847,5747.020727901708,5886160548.10165,2.693127172537938e+31,8.912185693700636e+30,5.583247426950738,coolg580_nominal_v1
7523176.99191847,5744.871290672099,5880454385.947432,2.683889208898815e+31,8.884612004794096e+30,5.5840898629255955,coolg580_nominal_v1
7529576.99191847,5744.33333868086,5879029264.426841,2.6815838380457842e+31,8.877743060597708e+30,5.584300389997656,coolg580_nominal_v1
7535976.99191847,5743.795740178897,5877606133.112987,2.6792825125777265e+31,8.870887195673811e+30,5.584510673997713,coolg580_nominal_v1
7545576.99191847,5742.990425074251,5875476075.076274,2.675839705944638e+31,8.860629873078274e+30,5.584825509696203,coolg580_nominal_v1
7555176.99191847,5742.185972695206,5873350493.70035,2.6724060904136882e+31,8.850401718369943e+30,5.585139797516205,coolg580_nominal_v1
7569576.99191847,5740.981788451596,5870172482.3565855,2.6672762745674677e+31,8.835118487597025e+30,5.58560990953507,coolg580_nominal_v1
7583976.99191847,5739.779523814401,5867004411.466622,2.6621668589446286e+31,8.81990016420531e+30,5.58607880448371,coolg580_nominal_v1
7605576.99191847,5737.981609656892,5862275208.035172,2.654548192309307e+31,8.797203710783239e+30,5.586779228425163,coolg580_nominal_v1
7627176.99191847,5736.188002854951,5857567825.705173,2.6469745161609575e+31,8.774651010657915e+30,5.587476981893084,coolg580_nominal_v1
7652776.99191847,5734.068675321312,5852019468.939321,2.6380601007769543e+31,8.748112836223916e+30,5.588300109419866,coolg580_nominal_v1
7678376.99191847,5731.954797053362,5846500993.319444,2.629206417133699e+31,8.721772520689601e+30,5.589119578410234,coolg580_nominal_v1
7691176.99191847,5730.897879186629,5843748368.305331,2.624794415014097e+31,8.708665498034339e+30,5.589528620113106,coolg580_nominal_v1
7703976.99191847,5729.842209480952,5841003070.592856,2.6203971548632864e+31,8.695607265254414e+30,5.589936764925046,coolg580_nominal_v1
7723176.99191847,5728.262597973856,5836902171.633159,2.613834615989927e+31,8.676118507063597e+30,5.590546805107873,coolg580_nominal_v1
7742376.99191847,5726.685938687439,5832817651.405517,2.607305164505223e+31,8.65673789674699e+30,5.591154835016191,coolg580_nominal_v1
7755176.99191847,5725.635489989435,5830101483.42803,2.6029667127252545e+31,8.643872058267891e+30,5.591559405011827,coolg580_nominal_v1
7767976.99191847,5724.586295070358,5827392491.938146,2.598642679091829e+31,8.631053708610196e+30,5.591963093859273,coolg580_nominal_v1
7787176.99191847,5723.016330365462,5823345672.221287,2.592189112490953e+31,8.611922207810242e+30,5.592566493066501,coolg580_nominal_v1
7806376.99191847,5721.449273504847,5819314857.826332,2.5857677774507583e+31,8.592896008894374e+30,5.593167922787734,coolg580_nominal_v1
7819176.99191847,5720.405221591915,5816634337.384378,2.5815010363188755e+31,8.58026498433203e+30,5.593568108535413,coolg580_nominal_v1
7831976.99191847,5719.362401220495,5813960827.734825,2.577248332998851e+31,8.567680203271418e+30,5.593967431353234,coolg580_nominal_v1
7851176.99191847,5717.801919809659,5809966849.227327,2.5709008862151903e+31,8.548896581427246e+30,5.594564325257983,coolg580_nominal_v1
7870376.99191847,5716.244317914031,5805988514.792642,2.5645848723952936e+31,8.530215518374711e+30,5.595159289238323,coolg580_nominal_v1
7883176.99191847,5715.206570102486,5803342833.930529,2.5603880049551604e+31,8.517813184043866e+30,5.595555179263224,coolg580_nominal_v1
7895976.99191847,5714.170044459127,5800704009.017619,2.5562048352746473e+31,8.505455895804686e+30,5.595950223210789,coolg580_nominal_v1
7915176.99191847,5712.618900037439,5796761706.836248,2.5499608093381725e+31,8.487011127666746e+30,5.596540738480679,coolg580_nominal_v1
7934376.99191847,5711.070644201334,5792834709.728732,2.5437475202686277e+31,8.468666269242666e+30,5.597129360613224,coolg580_nominal_v1
7937576.99191847,5710.812330818038,5792180425.888789,2.542712852359427e+31,8.465615444913059e+30,5.597227470752317,coolg580_nominal_v1
